	sequences per sample	iteration	D1af	D3af	D5bf	D1bf	C12	C11
alpha_rarefaction_2778_4.txt	2778	4	7.5921	4.13731	6.60596	3.89119	1.59119	2.86059
alpha_rarefaction_2778_5.txt	2778	5	7.33184	3.9189	6.79312	3.93815	1.73271	2.49156
alpha_rarefaction_2778_6.txt	2778	6	7.36903	3.80594	6.55147	3.77027	1.89323	2.55825
alpha_rarefaction_2778_7.txt	2778	7	7.31704	4.12412	6.4268	3.70132	1.81401	1.98689
alpha_rarefaction_2778_8.txt	2778	8	7.44451	3.8631	6.65917	3.89046	1.84586	2.70589
alpha_rarefaction_2778_9.txt	2778	9	7.40292	4.19463	6.91469	3.84515	1.98176	2.63287
alpha_rarefaction_3124_0.txt	3124	0	7.36781	4.1619	6.77529	3.94463	2.01566	3.18018
alpha_rarefaction_3124_1.txt	3124	1	7.1366	4.13938	6.77403	3.90425	1.90338	2.79802
alpha_rarefaction_3124_2.txt	3124	2	7.24329	4.14103	6.78301	3.94615	1.92084	2.74867
alpha_rarefaction_3124_3.txt	3124	3	7.24401	4.06313	6.94448	3.93429	2.0211	2.84813
alpha_rarefaction_3124_4.txt	3124	4	7.4321	4.17546	6.7245	3.92235	1.9848	2.88551
alpha_rarefaction_3124_5.txt	3124	5	7.40354	4.17947	6.92987	3.9217	2.03106	2.51118
alpha_rarefaction_3124_6.txt	3124	6	7.41663	4.159	6.98702	3.91403	1.9942	2.34338
alpha_rarefaction_3124_7.txt	3124	7	7.51069	4.15522	6.68212	3.89069	1.89701	2.53722
alpha_rarefaction_3124_8.txt	3124	8	7.3778	4.17501	6.56617	3.93688	1.99244	2.61608
alpha_rarefaction_3124_9.txt	3124	9	7.54948	4.0208	6.65438	3.94461	1.8572	2.71455
alpha_rarefaction_3470_0.txt	3470	0	7.47101	4.15872	6.8229	3.94835	2.03106	2.17309
alpha_rarefaction_3470_1.txt	3470	1	7.56768	4.18301	6.84797	3.93815	2.03106	2.8403
alpha_rarefaction_3470_2.txt	3470	2	7.3502	4.14975	6.98047	3.94835	2.03106	2.84102
alpha_rarefaction_3470_3.txt	3470	3	7.55788	4.19835	6.7672	3.94835	2.03106	2.71455
alpha_rarefaction_3470_4.txt	3470	4	7.53524	4.19457	7.00916	3.94835	2.03106	2.59327
alpha_rarefaction_3470_5.txt	3470	5	7.55069	4.1891	6.62754	3.94835	2.03106	2.85579
alpha_rarefaction_3470_6.txt	3470	6	7.44977	4.18261	6.70667	3.94835	2.03106	3.26782
alpha_rarefaction_3470_7.txt	3470	7	7.26208	4.15392	6.7813	3.93815	2.03106	2.44161
alpha_rarefaction_3470_8.txt	3470	8	7.161	4.13836	6.7089	3.94835	2.03106	2.44684
alpha_rarefaction_3470_9.txt	3470	9	7.40829	4.14872	6.82641	3.94835	2.03106	2.91664
