	sequences per sample	iteration	S1t1t16s	S2t1t16s	S4t1t16s	S3t1t16s
alpha_rarefaction_418_4.txt	418	4	6.61172956544	6.38363331181	6.64927612174	4.47692960474
alpha_rarefaction_418_5.txt	418	5	6.66566677044	6.62032742232	6.55937389268	4.31383358392
alpha_rarefaction_418_6.txt	418	6	6.62886394938	6.58093026691	6.65911437188	4.39705336697
alpha_rarefaction_418_7.txt	418	7	6.74862701565	6.48485295065	6.60483893748	4.40616677246
alpha_rarefaction_418_8.txt	418	8	6.50370714491	6.61724833956	6.64138439922	4.38248849141
alpha_rarefaction_418_9.txt	418	9	6.58344751631	6.49801326671	6.53089347178	4.42359240248
alpha_rarefaction_486_0.txt	486	0	6.59758241348	6.68963484594	6.73122269335	4.35726406451
alpha_rarefaction_486_1.txt	486	1	6.64826389185	6.61485850746	6.74724215693	4.43790337281
alpha_rarefaction_486_2.txt	486	2	6.77799970773	6.62936874905	6.71685622461	4.39882654471
alpha_rarefaction_486_3.txt	486	3	6.69466416836	6.57194344443	6.69738139432	4.38186629416
alpha_rarefaction_486_4.txt	486	4	6.56809126364	6.72958190549	6.7009101056	4.37785915146
alpha_rarefaction_486_5.txt	486	5	6.72183429298	6.53808532792	6.76648348327	4.37335654842
alpha_rarefaction_486_6.txt	486	6	6.69160942057	6.59583220932	6.66830337506	4.43382123229
alpha_rarefaction_486_7.txt	486	7	6.65688195537	6.61611959339	6.76158534106	4.37579494567
alpha_rarefaction_486_8.txt	486	8	6.68819093293	6.55057215364	6.71760820348	4.31494722607
alpha_rarefaction_486_9.txt	486	9	6.65126578011	6.53880576797	6.70429766395	4.40442887911
alpha_rarefaction_554_0.txt	554	0	6.68343790491	6.69001401841	6.74603618575	4.39591662947
alpha_rarefaction_554_1.txt	554	1	6.68660878148	6.62927482201	6.70617712845	4.45856596705
alpha_rarefaction_554_2.txt	554	2	6.74653201588	6.61536187943	6.74034562916	4.44819298073
alpha_rarefaction_554_3.txt	554	3	6.79569981955	6.65935565256	6.81199374786	4.40261793052
alpha_rarefaction_554_4.txt	554	4	6.7224919682	6.66370971064	6.73809407434	4.32783311785
alpha_rarefaction_554_5.txt	554	5	6.73195305005	6.67088249756	6.6782776124	4.45321105018
alpha_rarefaction_554_6.txt	554	6	6.72666491096	6.76173896607	6.77198454417	4.41313418563
alpha_rarefaction_554_7.txt	554	7	6.72986495679	6.64615751641	6.79279039598	4.397272538
alpha_rarefaction_554_8.txt	554	8	6.70862680541	6.68350639749	6.75457383058	4.47683626634
alpha_rarefaction_554_9.txt	554	9	6.72541854949	6.68545809905	6.77759097407	4.42639443873
alpha_rarefaction_622_0.txt	622	0	6.77671683181	6.7022836753	6.83081302756	4.38982206358
alpha_rarefaction_622_1.txt	622	1	6.81626051513	6.68610552648	6.79793502452	4.35113091951
alpha_rarefaction_622_2.txt	622	2	6.73476618465	6.67958075873	6.81811796029	4.36926765763
alpha_rarefaction_622_3.txt	622	3	6.82633022789	6.68628068803	6.84891117997	4.41898466215
alpha_rarefaction_622_4.txt	622	4	6.67499378139	6.70884928	6.78338771954	4.34841646913
alpha_rarefaction_622_5.txt	622	5	6.78535530603	6.72077267304	6.86437793465	4.40251414121
alpha_rarefaction_622_6.txt	622	6	6.76208468516	6.69249132677	6.76819245256	4.40712341992
alpha_rarefaction_622_7.txt	622	7	6.75779759703	6.74106967164	6.78984412646	4.41317836319
alpha_rarefaction_622_8.txt	622	8	6.747647111	6.66036107705	6.78885537835	4.38654356007
alpha_rarefaction_622_9.txt	622	9	6.76405840761	6.68479931859	6.78850561663	4.37788453713
alpha_rarefaction_690_0.txt	690	0	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_1.txt	690	1	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_2.txt	690	2	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_3.txt	690	3	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_4.txt	690	4	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_5.txt	690	5	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_6.txt	690	6	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_7.txt	690	7	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_8.txt	690	8	6.8155461682	6.73293717014	6.82535156847	4.41008144511
alpha_rarefaction_690_9.txt	690	9	6.8155461682	6.73293717014	6.82535156847	4.41008144511
