OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Control_mean	After_mean	Before_mean	taxonomy
1081058	3.71212121212	0.1562870957	0.427366329531	1.0	0.0	1.5	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
1071699	3.71212121212	0.1562870957	0.427366329531	1.0	0.0	1.5	28.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
1076316	3.71212121212	0.1562870957	0.427366329531	1.0	0.0	3.0	9.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
4130483	3.71212121212	0.1562870957	0.427366329531	1.0	0.0	2.0	8.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
996487	3.71212121212	0.1562870957	0.427366329531	1.0	0.0	6.5	5.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis
1746913	3.63636363636	0.162320611182	0.427366329531	1.0	7.0	0.5	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
4321292	3.63636363636	0.162320611182	0.427366329531	1.0	3.5	0.5	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
768553	3.60294117647	0.165055980274	0.427366329531	1.0	3250.5	558.5	801.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
3440955	3.60294117647	0.165055980274	0.427366329531	1.0	3.5	1.0	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
New.CleanUp.ReferenceOTU1634	3.60294117647	0.165055980274	0.427366329531	1.0	96.5	16.5	4.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
945953	3.58333333333	0.166682134478	0.427366329531	1.0	0.0	4.5	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
81488	3.58333333333	0.166682134478	0.427366329531	1.0	0.0	5.0	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
New.CleanUp.ReferenceOTU198	3.58333333333	0.166682134478	0.427366329531	1.0	1.5	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
New.CleanUp.ReferenceOTU924	3.58333333333	0.166682134478	0.427366329531	1.0	2.5	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
New.CleanUp.ReferenceOTU1001	3.58333333333	0.166682134478	0.427366329531	1.0	2.5	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
368134	3.52941176471	0.171237142945	0.427366329531	1.0	0.0	4.5	4.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__aureus
984831	3.52941176471	0.171237142945	0.427366329531	1.0	0.0	36.0	7.5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
707290	3.52941176471	0.171237142945	0.427366329531	1.0	0.0	146.0	172.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
1075891	3.52941176471	0.171237142945	0.427366329531	1.0	0.0	3.5	6.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
1814180	3.52941176471	0.171237142945	0.427366329531	1.0	0.0	4.5	4.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
990864	3.42857142857	0.180092312148	0.427366329531	1.0	5.0	1165.5	84.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
1084865	3.42857142857	0.180092312148	0.427366329531	1.0	5.0	892.5	1568.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
552922	3.33333333333	0.188875602838	0.427366329531	1.0	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
617833	3.33333333333	0.188875602838	0.427366329531	1.0	0.0	0.5	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis
New.CleanUp.ReferenceOTU1120	3.33333333333	0.188875602838	0.427366329531	1.0	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
4440497	2.95454545455	0.2282593658	0.427366329531	1.0	6.5	0.5	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
922761	2.95454545455	0.2282593658	0.427366329531	1.0	0.5	1.5	14.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
611657	2.95454545455	0.2282593658	0.427366329531	1.0	4.5	1.5	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
1108960	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	5.5	1.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
816868	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	6.5	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
714231	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	19.0	4.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
917156	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	8.5	1.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
1047041	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	26.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1055824	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	3.5	1.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis
813945	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	5.5	3.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
802064	2.90322580645	0.234192253868	0.427366329531	1.0	0.0	8.0	22.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__
1101451	2.90322580645	0.234192253868	0.427366329531	1.0	1.0	4.0	12.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__
1052930	2.90322580645	0.234192253868	0.427366329531	1.0	8.5	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__brunescens
538093	2.90322580645	0.234192253868	0.427366329531	1.0	2.0	5.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__
1001007	2.58333333333	0.274812380559	0.427366329531	1.0	0.0	3.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
377613	2.33333333333	0.311403223915	0.427366329531	1.0	0.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1016923	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	4.5	5.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
614083	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	2.5	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__aureus
1099674	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	2.0	4.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
403068	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	1.5	4.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
1068955	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	2.0	1.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
New.CleanUp.ReferenceOTU869	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	3.5	3.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__
New.CleanUp.ReferenceOTU1022	2.25806451613	0.323346020564	0.427366329531	1.0	0.0	1.5	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis
New.CleanUp.ReferenceOTU1081	2.25806451613	0.323346020564	0.427366329531	1.0	1.5	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
902271	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	0.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
823916	2.0	0.367879441171	0.427366329531	1.0	0.0	2.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
4443285	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__SBR1093; c__VHS-B5-50; o__; f__; g__; s__
4397466	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	0.5	k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__
246060	2.0	0.367879441171	0.427366329531	1.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
974121	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
505587	2.0	0.367879441171	0.427366329531	1.0	0.0	3.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__
500699	2.0	0.367879441171	0.427366329531	1.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
2324042	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
573976	2.0	0.367879441171	0.427366329531	1.0	0.0	1.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__
1105876	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
584324	2.0	0.367879441171	0.427366329531	1.0	0.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
505311	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	9.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
825452	2.0	0.367879441171	0.427366329531	1.0	0.0	2.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
112212	2.0	0.367879441171	0.427366329531	1.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Orientia; s__tsutsugamushi
792393	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__shilonii
211658	2.0	0.367879441171	0.427366329531	1.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
832674	2.0	0.367879441171	0.427366329531	1.0	0.0	3.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__lividum
388951	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1045797	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
1092833	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Cloacibacterium; s__
439457	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	0.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Thermicanaceae]; g__Thermicanus; s__
239924	2.0	0.367879441171	0.427366329531	1.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
4295230	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.5	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Elizabethkingia; s__meningoseptica
1108289	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	16.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
517876	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	17.5	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
3841245	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1049387	2.0	0.367879441171	0.427366329531	1.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana
590586	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
861807	2.0	0.367879441171	0.427366329531	1.0	0.0	1.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
580625	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
1126866	2.0	0.367879441171	0.427366329531	1.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__
925707	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	5.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
1029165	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	0.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
1072787	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
1081815	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__
888396	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
104155	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Nevskia; s__ramosa
1108726	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
810955	2.0	0.367879441171	0.427366329531	1.0	0.0	4.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
354839	2.0	0.367879441171	0.427366329531	1.0	0.0	0.5	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
403701	2.0	0.367879441171	0.427366329531	1.0	0.0	0.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
532419	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__; s__
894492	2.0	0.367879441171	0.427366329531	1.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__; g__; s__
1082607	2.0	0.367879441171	0.427366329531	1.0	0.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
495396	2.0	0.367879441171	0.427366329531	1.0	0.0	3.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
384716	2.0	0.367879441171	0.427366329531	1.0	0.0	0.0	1.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
1073436	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
584629	2.0	0.367879441171	0.427366329531	1.0	0.0	1.5	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
798350	2.0	0.367879441171	0.427366329531	1.0	0.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__aureus
